restaurant_id,restaurant_name,date,date_dt,year,month,day_of_week,is_weekend,is_holiday,holiday_name,covers,seasonality_factor,ingredient_id,ingredient_name,unit,unit_cost,inventory_start,qty_used,stockout_qty,inventory_end,on_order_qty,inventory_position,lead_time_days,avg_daily_usage_7d,avg_daily_usage_28d,avg_daily_usage_56d,projected_demand_leadtime,reorder_point,target_stock_level_S,restock_today_label,order_qty,num_menu_items_using,avg_qty_per_item,min_qty_per_item,max_qty_per_item,menu_items_list,units_sold_items_using_ing,revenue_items_using_ing,top_menu_item_by_ing_usage,top_menu_item_ing_qty_used,qty_in_grams,inventory_in_grams,inventory_start_grams,cost_per_gram,inventory_value,daily_cost,waste_cost,inventory_level
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I15,Pizza Dough,dough,0.85,116.543,40.0,0.0,76.543,396.688,473.231,5,35.143,34.179,32.482,170.893,198.194,608.337,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,40,639.6,Margherita Pizza,40.0,12000.0,22962.9,34962.9,0.002833333333333333,65.06155,34.0,0.0,22962.9
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I17,Mozzarella,g,0.013,37519.764,4400.0,0.0,33119.764,0.0,33119.764,3,3865.714,3759.643,3573.036,11278.929,13527.821,43604.963,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,40,639.6,Margherita Pizza,4400.0,4400.0,33119.764,37519.764,0.013,430.556932,57.199999999999996,0.0,33119.764
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I20,White Fish,g,0.02,35435.008,3720.0,0.0,31715.008,0.0,31715.008,6,3000.0,3445.714,3518.571,20674.286,25429.399,56440.828,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),31,449.19,Fish Tacos (3),3720.0,3720.0,31715.008,35435.008,0.02,634.30016,74.4,0.0,31715.008
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I22,Cabbage,g,0.004,16830.082,2440.0,0.0,14390.082,0.0,14390.082,3,1814.286,1950.357,1985.357,5851.071,7416.596,24969.811,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),79,1048.71,Fish Tacos (3),1240.0,2440.0,14390.082,16830.082,0.004,57.560328000000005,9.76,0.0,14390.082
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I25,Potatoes,g,0.002,168701.249,13460.0,0.0,155241.249,0.0,155241.249,1,11008.571,11750.714,11200.0,11750.714,17252.803,158261.375,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,72,859.28,French Fries,8460.0,13460.0,155241.249,168701.249,0.002,310.482498,26.92,0.0,155241.249
R001,Sample Bistro,2023-07-16,2023-07-16,2023,7,6,1,0,,340,1.140442144453476,I44,Sirloin Steak,g,0.022,14478.966,6000.0,0.0,8478.966,43386.572,51865.538,4,3737.143,4311.429,4260.0,17245.714,21625.48,60428.337,0,0.0,1,240.0,240.0,240.0,Steak Frites,25,624.75,Steak Frites,6000.0,6000.0,8478.966,14478.966,0.022,186.537252,132.0,0.0,8478.966
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I01,Beef Patty,patty,1.9,53.179,20.0,0.0,33.179,385.116,418.295,4,34.143,34.179,34.482,136.714,181.509,557.474,0,0.0,1,1.0,1.0,1.0,Classic Burger,20,279.8,Classic Burger,20.0,3000.0,4976.85,7976.85,0.012666666666666666,63.0401,38.0,0.0,4976.85
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I03,Brioche Bun,bun,0.45,151.977,48.0,0.0,103.977,857.846,961.823,3,66.429,65.964,67.018,197.893,235.158,1026.729,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,48,629.52,Chicken Sandwich,28.0,2400.0,5198.85,7598.85,0.009000000000000001,46.78965000000001,21.6,0.0,5198.85
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I08,Pickles,g,0.006,11056.837,720.0,0.0,10336.837,0.0,10336.837,2,996.429,989.464,1005.268,1978.929,2625.486,17467.45,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,48,629.52,Chicken Sandwich,420.0,720.0,10336.837,11056.837,0.006,62.021021999999995,4.32,0.0,10336.837
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I09,House Sauce,g,0.008,5423.256,820.0,0.0,4603.256,11332.521,15935.777,4,1167.143,1160.357,1177.679,4641.429,5683.281,16126.495,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,48,629.52,Chicken Sandwich,420.0,820.0,4603.256,5423.256,0.008,36.826048,6.5600000000000005,0.0,4603.256
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I15,Pizza Dough,dough,0.85,76.543,9.0,0.0,67.543,396.688,464.231,5,31.143,33.929,32.161,169.643,198.456,605.599,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,9,143.91,Margherita Pizza,9.0,2700.0,20262.9,22962.9,0.002833333333333333,57.41155,7.6499999999999995,0.0,20262.9
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I17,Mozzarella,g,0.013,33119.764,990.0,0.0,32129.764,0.0,32129.764,3,3425.714,3732.143,3537.679,11196.429,13569.811,43426.954,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,9,143.91,Margherita Pizza,990.0,990.0,32129.764,33119.764,0.013,417.68693199999996,12.87,0.0,32129.764
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I20,White Fish,g,0.02,31715.008,2040.0,0.0,29675.008,0.0,29675.008,6,2862.857,3441.429,3518.571,20648.571,25422.253,56395.11,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),17,246.33,Fish Tacos (3),2040.0,2040.0,29675.008,31715.008,0.02,593.50016,40.800000000000004,0.0,29675.008
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I22,Cabbage,g,0.004,14390.082,1380.0,0.0,13010.082,0.0,13010.082,3,1761.429,1941.786,1986.25,5825.357,7411.155,24887.226,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),45,596.05,Chicken Sandwich,700.0,1380.0,13010.082,14390.082,0.004,52.040328,5.5200000000000005,0.0,13010.082
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I25,Potatoes,g,0.002,155241.249,10180.0,0.0,145061.249,0.0,145061.249,1,11091.429,11683.571,11228.571,11683.571,17203.106,157405.963,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,55,554.45,French Fries,7380.0,10180.0,145061.249,155241.249,0.002,290.122498,20.36,0.0,145061.249
R001,Sample Bistro,2023-07-17,2023-07-17,2023,7,0,0,0,,232,1.1394869028048007,I44,Sirloin Steak,g,0.022,8478.966,3360.0,0.0,5118.966,43386.572,48505.538,4,3805.714,4354.286,4255.714,17417.143,21704.103,60892.674,0,0.0,1,240.0,240.0,240.0,Steak Frites,14,349.86,Steak Frites,3360.0,3360.0,5118.966,8478.966,0.022,112.61725200000001,73.92,0.0,5118.966
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I01,Beef Patty,patty,1.9,418.295,42.0,0.0,376.295,0.0,376.295,4,36.0,34.607,34.786,138.429,183.42,564.099,0,0.0,1,1.0,1.0,1.0,Classic Burger,42,587.58,Classic Burger,42.0,6300.0,56444.25,62744.25,0.012666666666666666,714.9605,79.8,0.0,56444.25
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I03,Brioche Bun,bun,0.45,103.977,85.0,0.0,18.977,857.846,876.823,3,70.143,67.536,67.232,202.607,239.103,1049.531,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,85,1124.65,Chicken Sandwich,43.0,4250.0,948.85,5198.85,0.009000000000000001,8.539650000000002,38.25000000000001,0.0,948.85
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I08,Pickles,g,0.006,10336.837,1275.0,0.0,9061.837,0.0,9061.837,2,1052.143,1013.036,1008.482,2026.071,2659.279,17854.815,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,85,1124.65,Chicken Sandwich,645.0,1275.0,9061.837,10336.837,0.006,54.371021999999996,7.65,0.0,9061.837
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I09,House Sauce,g,0.008,4603.256,1485.0,0.0,3118.256,11332.521,14450.777,4,1232.143,1186.071,1182.411,4744.286,5772.218,16446.861,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,85,1124.65,Classic Burger,840.0,1485.0,3118.256,4603.256,0.008,24.946048,11.88,0.0,3118.256
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I15,Pizza Dough,dough,0.85,464.231,20.0,0.0,444.231,0.0,444.231,5,30.571,33.393,32.179,166.964,196.665,597.379,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,20,319.8,Margherita Pizza,20.0,6000.0,133269.3,139269.3,0.002833333333333333,377.5963499999999,17.0,0.0,133269.3
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I17,Mozzarella,g,0.013,32129.764,2200.0,0.0,29929.764,0.0,29929.764,3,3362.857,3673.214,3539.643,11019.643,13466.15,42851.864,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,20,319.8,Margherita Pizza,2200.0,2200.0,29929.764,32129.764,0.013,389.086932,28.599999999999998,0.0,29929.764
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I20,White Fish,g,0.02,29675.008,1680.0,0.0,27995.008,0.0,27995.008,6,2708.571,3407.143,3503.571,20442.857,25354.065,56018.35,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),14,202.86,Fish Tacos (3),1680.0,1680.0,27995.008,29675.008,0.02,559.90016,33.6,0.0,27995.008
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I22,Cabbage,g,0.004,13010.082,1635.0,0.0,11375.082,0.0,11375.082,3,1756.429,1958.929,1979.018,5876.786,7411.607,25041.965,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),57,739.93,Chicken Sandwich,1075.0,1635.0,11375.082,13010.082,0.004,45.500328,6.54,0.0,11375.082
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I25,Potatoes,g,0.002,145061.249,9740.0,0.0,135321.249,0.0,135321.249,1,11222.857,11558.571,11259.643,11558.571,17085.219,155788.076,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,52,639.48,French Fries,5940.0,9740.0,135321.249,145061.249,0.002,270.64249800000005,19.48,0.0,135321.249
R001,Sample Bistro,2023-07-18,2023-07-18,2023,7,1,0,0,,239,1.138500471522614,I44,Sirloin Steak,g,0.022,48505.538,4560.0,0.0,43945.538,0.0,43945.538,4,3840.0,4397.143,4281.429,17588.571,21850.664,61424.95,0,0.0,1,240.0,240.0,240.0,Steak Frites,19,474.81,Steak Frites,4560.0,4560.0,43945.538,48505.538,0.022,966.801836,100.32,0.0,43945.538
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I01,Beef Patty,patty,1.9,376.295,43.0,0.0,333.295,0.0,333.295,4,38.857,34.714,34.964,138.857,184.057,565.914,0,0.0,1,1.0,1.0,1.0,Classic Burger,43,601.57,Classic Burger,43.0,6450.0,49994.25,56444.25,0.012666666666666666,633.2605,81.7,0.0,49994.25
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I03,Brioche Bun,bun,0.45,876.823,68.0,0.0,808.823,0.0,808.823,3,73.143,68.179,67.339,204.536,240.272,1058.415,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,68,913.82,Classic Burger,43.0,3400.0,40441.15,43841.15,0.009000000000000001,363.97035000000005,30.600000000000005,0.0,40441.15
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I08,Pickles,g,0.006,9061.837,1020.0,0.0,8041.837,0.0,8041.837,2,1097.143,1022.679,1010.089,2045.357,2665.394,18005.572,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,68,913.82,Classic Burger,645.0,1020.0,8041.837,9061.837,0.006,48.251022000000006,6.12,0.0,8041.837
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I09,House Sauce,g,0.008,3118.256,1235.0,0.0,1883.256,11332.521,13215.777,4,1291.429,1196.25,1184.911,4785.0,5801.517,16567.767,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,68,913.82,Classic Burger,860.0,1235.0,1883.256,3118.256,0.008,15.066048,9.88,0.0,1883.256
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I15,Pizza Dough,dough,0.85,444.231,30.0,0.0,414.231,0.0,414.231,5,28.714,32.75,32.143,163.75,192.423,585.423,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,30,479.7,Margherita Pizza,30.0,9000.0,124269.3,133269.3,0.002833333333333333,352.09635,25.499999999999996,0.0,124269.3
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I17,Mozzarella,g,0.013,29929.764,3300.0,0.0,26629.764,0.0,26629.764,3,3158.571,3602.5,3535.714,10807.5,13169.362,41989.362,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,30,479.7,Margherita Pizza,3300.0,3300.0,26629.764,29929.764,0.013,346.18693199999996,42.9,0.0,26629.764
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I20,White Fish,g,0.02,27995.008,3240.0,0.0,24755.008,0.0,24755.008,6,2605.714,3420.0,3514.286,20520.0,25416.966,56196.966,1,31518.797,1,120.0,120.0,120.0,Fish Tacos (3),27,391.23,Fish Tacos (3),3240.0,3240.0,24755.008,27995.008,0.02,495.10016,64.8,0.0,24755.008
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I22,Cabbage,g,0.004,11375.082,1705.0,0.0,9670.082,0.0,9670.082,3,1725.714,1976.607,1980.804,5929.821,7414.729,25204.193,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),52,703.48,Fish Tacos (3),1080.0,1705.0,9670.082,11375.082,0.004,38.680328,6.82,0.0,9670.082
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I25,Potatoes,g,0.002,135321.249,8060.0,0.0,127261.249,0.0,127261.249,1,11428.571,11511.429,11255.714,11511.429,17095.355,155232.498,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,44,359.56,French Fries,6660.0,8060.0,127261.249,135321.249,0.002,254.52249799999998,16.12,0.0,127261.249
R001,Sample Bistro,2023-07-19,2023-07-19,2023,7,2,0,0,,236,1.1374831851311655,I44,Sirloin Steak,g,0.022,43945.538,1680.0,0.0,42265.538,0.0,42265.538,4,3840.0,4294.286,4272.857,17177.143,21612.204,60260.775,0,0.0,1,240.0,240.0,240.0,Steak Frites,7,174.93,Steak Frites,1680.0,1680.0,42265.538,43945.538,0.022,929.841836,36.96,0.0,42265.538
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I01,Beef Patty,patty,1.9,333.295,35.0,0.0,298.295,0.0,298.295,4,41.0,35.393,34.946,141.571,184.895,574.216,0,0.0,1,1.0,1.0,1.0,Classic Burger,35,489.65,Classic Burger,35.0,5250.0,44744.25,49994.25,0.012666666666666666,566.7605,66.5,0.0,44744.25
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I03,Brioche Bun,bun,0.45,808.823,52.0,0.0,756.823,0.0,756.823,3,73.714,68.286,67.214,204.857,240.337,1059.765,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,52,701.98,Classic Burger,35.0,2600.0,37841.15,40441.15,0.009000000000000001,340.5703500000001,23.400000000000002,0.0,37841.15
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I08,Pickles,g,0.006,8041.837,780.0,0.0,7261.837,0.0,7261.837,2,1105.714,1024.286,1008.214,2048.571,2664.15,18028.436,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,52,701.98,Classic Burger,525.0,780.0,7261.837,8041.837,0.006,43.571022000000006,4.68,0.0,7261.837
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I09,House Sauce,g,0.008,13215.777,955.0,0.0,12260.777,0.0,12260.777,4,1310.714,1201.25,1182.946,4805.0,5803.424,16614.674,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,52,701.98,Classic Burger,700.0,955.0,12260.777,13215.777,0.008,98.08621600000001,7.640000000000001,0.0,12260.777
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I15,Pizza Dough,dough,0.85,414.231,31.0,0.0,383.231,0.0,383.231,5,29.286,32.25,32.107,161.25,189.158,576.158,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,31,495.69,Margherita Pizza,31.0,9300.0,114969.3,124269.3,0.002833333333333333,325.74635,26.349999999999998,0.0,114969.3
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I17,Mozzarella,g,0.013,26629.764,3410.0,0.0,23219.764,0.0,23219.764,3,3221.429,3547.5,3531.786,10642.5,12941.352,41321.352,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,31,495.69,Margherita Pizza,3410.0,3410.0,23219.764,26629.764,0.013,301.856932,44.33,0.0,23219.764
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I20,White Fish,g,0.02,24755.008,2760.0,0.0,21995.008,31518.797,53513.805,6,2588.571,3424.286,3520.714,20545.714,25432.961,56251.532,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),23,333.27,Fish Tacos (3),2760.0,2760.0,21995.008,24755.008,0.02,439.90016,55.2,0.0,21995.008
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I22,Cabbage,g,0.004,9670.082,1345.0,0.0,8325.082,0.0,8325.082,3,1680.714,1963.75,1980.268,5891.25,7408.019,25081.769,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),40,545.6,Fish Tacos (3),920.0,1345.0,8325.082,9670.082,0.004,33.300328,5.38,0.0,8325.082
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I25,Potatoes,g,0.002,127261.249,9740.0,0.0,117521.249,0.0,117521.249,1,10822.857,11484.286,11247.5,11484.286,17084.248,154895.677,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,53,464.47,French Fries,7740.0,9740.0,117521.249,127261.249,0.002,235.042498,19.48,0.0,117521.249
R001,Sample Bistro,2023-07-20,2023-07-20,2023,7,3,0,0,,245,1.1364353874086366,I44,Sirloin Steak,g,0.022,42265.538,2400.0,0.0,39865.538,0.0,39865.538,4,3668.571,4277.143,4212.857,17108.571,21581.422,60075.708,0,0.0,1,240.0,240.0,240.0,Steak Frites,10,249.9,Steak Frites,2400.0,2400.0,39865.538,42265.538,0.022,877.041836,52.8,0.0,39865.538
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I01,Beef Patty,patty,1.9,298.295,31.0,0.0,267.295,0.0,267.295,4,40.143,35.536,35.071,142.143,185.192,576.085,0,0.0,1,1.0,1.0,1.0,Classic Burger,31,433.69,Classic Burger,31.0,4650.0,40094.25,44744.25,0.012666666666666666,507.8605,58.9,0.0,40094.25
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I03,Brioche Bun,bun,0.45,756.823,59.0,0.0,697.823,0.0,697.823,3,72.714,68.429,67.25,205.286,240.544,1061.687,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,59,783.41,Classic Burger,31.0,2950.0,34891.15,37841.15,0.009000000000000001,314.02035000000006,26.550000000000004,0.0,34891.15
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I08,Pickles,g,0.006,7261.837,885.0,0.0,6376.837,0.0,6376.837,2,1090.714,1026.429,1008.75,2052.857,2664.603,18061.032,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,59,783.41,Classic Burger,465.0,885.0,6376.837,7261.837,0.006,38.261022000000004,5.3100000000000005,0.0,6376.837
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I09,House Sauce,g,0.008,12260.777,1040.0,0.0,11220.777,0.0,11220.777,4,1291.429,1204.107,1184.107,4816.429,5808.09,16645.055,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,59,783.41,Classic Burger,620.0,1040.0,11220.777,12260.777,0.008,89.766216,8.32,0.0,11220.777
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I15,Pizza Dough,dough,0.85,383.231,24.0,0.0,359.231,0.0,359.231,5,26.857,32.429,32.071,162.143,189.5,578.643,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,24,383.76,Margherita Pizza,24.0,7200.0,107769.3,114969.3,0.002833333333333333,305.34635,20.4,0.0,107769.3
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I17,Mozzarella,g,0.013,23219.764,2640.0,0.0,20579.764,0.0,20579.764,3,2954.286,3567.143,3527.857,10701.429,12954.874,41492.017,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,24,383.76,Margherita Pizza,2640.0,2640.0,20579.764,23219.764,0.013,267.536932,34.32,0.0,20579.764
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I20,White Fish,g,0.02,21995.008,2880.0,0.0,19115.008,31518.797,50633.805,6,2725.714,3467.143,3480.0,20802.857,25530.444,56734.73,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),24,347.76,Fish Tacos (3),2880.0,2880.0,19115.008,21995.008,0.02,382.30016000000006,57.6,0.0,19115.008
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I22,Cabbage,g,0.004,8325.082,1660.0,0.0,6665.082,0.0,6665.082,3,1722.857,1978.036,1964.464,5934.107,7410.128,25212.449,1,17846.291,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),52,697.48,Fish Tacos (3),960.0,1660.0,6665.082,8325.082,0.004,26.660328000000003,6.640000000000001,0.0,6665.082
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I25,Potatoes,g,0.002,117521.249,11620.0,0.0,105901.249,0.0,105901.249,1,11125.714,11429.286,11261.429,11429.286,17007.228,154158.657,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,63,594.37,French Fries,8820.0,11620.0,105901.249,117521.249,0.002,211.80249799999999,23.240000000000002,0.0,105901.249
R001,Sample Bistro,2023-07-21,2023-07-21,2023,7,4,0,0,,265,1.135357431288524,I44,Sirloin Steak,g,0.022,39865.538,3360.0,0.0,36505.538,0.0,36505.538,4,3600.0,4311.429,4187.143,17245.714,21653.413,60456.27,0,0.0,1,240.0,240.0,240.0,Steak Frites,14,349.86,Steak Frites,3360.0,3360.0,36505.538,39865.538,0.022,803.1218359999999,73.92,0.0,36505.538
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I01,Beef Patty,patty,1.9,267.295,39.0,0.0,228.295,0.0,228.295,4,38.0,35.929,34.75,143.714,186.502,581.716,0,0.0,1,1.0,1.0,1.0,Classic Burger,39,545.61,Classic Burger,39.0,5850.0,34244.25,40094.25,0.012666666666666666,433.7605,74.1,0.0,34244.25
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I03,Brioche Bun,bun,0.45,697.823,63.0,0.0,634.823,0.0,634.823,3,68.429,68.357,66.804,205.071,240.373,1060.658,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,63,845.37,Classic Burger,39.0,3150.0,31741.149999999998,34891.15,0.009000000000000001,285.67035000000004,28.350000000000005,0.0,31741.149999999998
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I08,Pickles,g,0.006,6376.837,945.0,0.0,5431.837,0.0,5431.837,2,1026.429,1025.357,1002.054,2050.714,2663.204,18043.561,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,63,845.37,Classic Burger,585.0,945.0,5431.837,6376.837,0.006,32.591022,5.67,0.0,5431.837
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I09,House Sauce,g,0.008,11220.777,1140.0,0.0,10080.777,0.0,10080.777,4,1216.429,1205.0,1175.804,4820.0,5810.855,16655.855,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,63,845.37,Classic Burger,780.0,1140.0,10080.777,11220.777,0.008,80.646216,9.120000000000001,0.0,10080.777
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I15,Pizza Dough,dough,0.85,359.231,50.0,0.0,309.231,0.0,309.231,5,29.143,32.179,32.321,160.893,186.68,572.823,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,50,799.5,Margherita Pizza,50.0,15000.0,92769.3,107769.3,0.002833333333333333,262.84635,42.5,0.0,92769.3
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I17,Mozzarella,g,0.013,20579.764,5500.0,0.0,15079.764,0.0,15079.764,3,3205.714,3539.643,3555.357,10618.929,12743.103,41060.246,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,50,799.5,Margherita Pizza,5500.0,5500.0,15079.764,20579.764,0.013,196.03693199999998,71.5,0.0,15079.764
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I20,White Fish,g,0.02,19115.008,2400.0,0.0,16715.008,31518.797,48233.805,6,2674.286,3424.286,3441.429,20545.714,25334.976,56153.548,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),20,289.8,Fish Tacos (3),2400.0,2400.0,16715.008,19115.008,0.02,334.30016000000006,48.0,0.0,16715.008
R001,Sample Bistro,2023-07-22,2023-07-22,2023,7,5,1,0,,324,1.1342496787582756,I22,Cabbage,g,0.004,6665.082,1400.0,0.0,5265.082,17846.291,23111.374,3,1652.143,1952.143,1948.482,5856.429,7361.847,24931.133,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),44,589.56,Fish Tacos (3),800.0,1400.0,5265.082,6665.082,0.004,21.060328000000002,5.6000000000000005,0.0,5265.082
